model,scope,symptom,prevalence,threshold,precision,recall,f1,average_precision
lr,development_oof,body_aches,0.0338855421686747,0.6100000000000001,0.057007125890736345,0.17777777777777778,0.08633093525179857,0.0476336815541781
lr,development_oof,sore_throat,0.06475903614457831,0.5600000000000002,0.09619526202440776,0.5193798449612403,0.1623258631132647,0.08755094444569012
lr,development_oof,sneezing,0.036646586345381524,0.5400000000000001,0.05067567567567568,0.5136986301369864,0.09225092250922509,0.048649351580702986
lr,development_oof,diarrhea,0.039909638554216864,0.5500000000000002,0.05394190871369295,0.4088050314465409,0.09530791788856305,0.04776581870002283
lr,development_oof,rapid_breathing,0.0077811244979919675,0.5300000000000001,0.013872135102533172,0.7419354838709677,0.027235050325636473,0.01233142418361215
lr,development_oof,rapid_heart_rate,0.0356425702811245,0.5000000000000001,0.04144385026737968,0.6549295774647887,0.07795473595976529,0.041287014139302476
lr,development_oof,pain_behind_eyes,0.10793172690763052,0.5300000000000001,0.18353174603174602,0.43023255813953487,0.2573018080667594,0.217129600100614
lr,development_oof,swollen_glands,0.03288152610441767,0.5400000000000001,0.04801477377654663,0.3969465648854962,0.085667215815486,0.04128651304405356
lr,development_oof,rashes,0.06475903614457831,0.5000000000000001,0.08947885939036382,0.7054263565891473,0.15881326352530542,0.09378569647752162
lr,development_oof,sinus_headache,0.0303714859437751,0.45000000000000007,0.035727717186912374,0.7851239669421488,0.0683453237410072,0.03385139947998288
lr,development_oof,facial_pain,0.035140562248995984,0.5400000000000001,0.04589371980676329,0.40714285714285714,0.0824891461649783,0.04011428380351417
lr,development_oof,shortness_of_breath,0.03263052208835342,0.5700000000000002,0.04830917874396135,0.23076923076923078,0.07989347536617843,0.04021667473894686
lr,development_oof,reduced_smell_and_taste,0.03413654618473896,0.4800000000000001,0.04007633587786259,0.7720588235294118,0.07619738751814223,0.03680260912232737
lr,development_oof,skin_irritation,0.0321285140562249,0.5000000000000001,0.034653465346534656,0.546875,0.06517690875232775,0.032186948376906825
lr,development_oof,itchiness,0.028363453815261043,0.5700000000000002,0.049019607843137254,0.30973451327433627,0.08464328899637243,0.03563103605778503
lr,development_oof,throbbing_headache,0.038654618473895584,0.44000000000000006,0.04261986837981824,0.8831168831168831,0.08131539611360239,0.04841536363542459
lr,development_oof,confusion,0.06626506024096386,0.43000000000000005,0.07692307692307693,0.9015151515151515,0.14175104228707563,0.07448785679041683
lr,development_oof,back_pain,0.035140562248995984,0.5200000000000001,0.04425410421127766,0.44285714285714284,0.08046722907203115,0.039246591171799725
lr,development_oof,knee_ache,0.03890562248995984,0.45000000000000007,0.04500354358610914,0.8193548387096774,0.08532079274437353,0.04344578620904237
lr,locked_test,nausea,0.15646940822467403,0.5400000000000001,0.22303921568627452,0.5833333333333334,0.32269503546099293,0.20953518666377113
lr,locked_test,joint_pain,0.0641925777331996,0.5600000000000002,0.09646302250803858,0.46875,0.16,0.10783579331838448
lr,locked_test,abdominal_pain,0.041123370110330994,0.5900000000000002,0.08490566037735849,0.21951219512195122,0.12244897959183673,0.06345646300385044
lr,locked_test,high_fever,0.09829488465396188,0.5800000000000002,0.14122137404580154,0.37755102040816324,0.20555555555555555,0.13270651554659524
lr,locked_test,chills,0.06720160481444333,0.5400000000000001,0.09333333333333334,0.5223880597014925,0.1583710407239819,0.08884097612892541
lr,locked_test,fatigue,0.1123370110330993,0.5400000000000001,0.15980629539951574,0.5892857142857143,0.25142857142857145,0.14756986333358477
lr,locked_test,runny_nose,0.09628886659979939,0.5800000000000002,0.1746031746031746,0.5729166666666666,0.26763990267639903,0.15772502408868613
lr,locked_test,dizziness,0.12637913741223672,0.5300000000000001,0.17048346055979643,0.5317460317460317,0.2581888246628131,0.1607903492165295
lr,locked_test,headache,0.22768304914744233,0.44000000000000006,0.244874715261959,0.947136563876652,0.3891402714932127,0.24287336976066687
lr,locked_test,chest_pain,0.16850551654964896,0.6400000000000001,0.42196531791907516,0.43452380952380953,0.4281524926686217,0.3942284546811142
lr,locked_test,vomiting,0.20160481444332998,0.45000000000000007,0.21225071225071226,0.7412935323383084,0.3300110741971207,0.22168584372249156
lr,locked_test,cough,0.06118355065195587,0.5800000000000002,0.10683760683760683,0.4098360655737705,0.1694915254237288,0.09865350970661423
lr,locked_test,asthma,0.04914744232698094,0.7400000000000002,0.2,0.2653061224489796,0.22807017543859648,0.15517500171363358
lr,locked_test,severe_headache,0.09729187562688064,0.5300000000000001,0.13286713286713286,0.5876288659793815,0.21673003802281368,0.1865776003638066
lr,locked_test,weakness,0.04012036108324975,0.5900000000000002,0.04201680672268908,0.125,0.06289308176100629,0.052913531988828255
lr,locked_test,trouble_seeing,0.028084252758274825,0.5900000000000002,0.01694915254237288,0.07142857142857142,0.0273972602739726,0.029541421411824212
lr,locked_test,fever,0.033099297893681046,0.5500000000000002,0.04871060171919771,0.5151515151515151,0.08900523560209424,0.05161332072226125
lr,locked_test,body_aches,0.03510531594784353,0.6100000000000001,0.02631578947368421,0.05714285714285714,0.036036036036036036,0.048042164544830276
lr,locked_test,sore_throat,0.06318956870611836,0.5600000000000002,0.09392265193370165,0.5396825396825397,0.16,0.09494716386914107
lr,locked_test,sneezing,0.0320962888665998,0.5400000000000001,0.04736842105263158,0.5625,0.08737864077669903,0.04861895036039411
lr,locked_test,diarrhea,0.04212637913741224,0.5500000000000002,0.04983388704318937,0.35714285714285715,0.08746355685131195,0.05483786482816403
lr,locked_test,rapid_breathing,0.00802407221664995,0.5300000000000001,0.012165450121654502,0.625,0.02386634844868735,0.027400553624153355
lr,locked_test,rapid_heart_rate,0.03610832497492478,0.5000000000000001,0.03690685413005272,0.5833333333333334,0.06942148760330578,0.03616147163586038
lr,locked_test,pain_behind_eyes,0.10030090270812438,0.5300000000000001,0.14423076923076922,0.3,0.19480519480519481,0.12692320460186288
lr,locked_test,swollen_glands,0.04312938816449348,0.5400000000000001,0.05653710247349823,0.37209302325581395,0.09815950920245399,0.06621309601686279
lr,locked_test,rashes,0.05917753259779338,0.5000000000000001,0.072265625,0.6271186440677966,0.1295971978984238,0.07205246247218831
lr,locked_test,sinus_headache,0.034102306920762285,0.45000000000000007,0.04481792717086835,0.9411764705882353,0.0855614973262032,0.09218991890064852
lr,locked_test,facial_pain,0.034102306920762285,0.5400000000000001,0.029900332225913623,0.2647058823529412,0.05373134328358209,0.035181503529543155
lr,locked_test,shortness_of_breath,0.031093279839518557,0.5700000000000002,0.059782608695652176,0.3548387096774194,0.10232558139534884,0.06638632298091136
